Node	Buffer
P65	[0.0, 0.0, 12.349944, 12.349944, 18.492756, 18.492756, 26.947048000000002, 30.401212, 32.6494, 37.602172, 37.602172, 47.95156, 51.113628, 54.20779999999999, 61.16605200000001, 64.582252, 66.804292, 72.972052, 75.158768, 80.49888, 85.771752, 89.566316, 94.61084, 97.989928, 98.11036800000001, 95.879308, 94.51720399999999, 97.536184, 99.160424, 99.998628, 95.407372, 95.728756, 98.778444, 96.419796, 99.491272, 98.034384, 96.78341999999999, 98.63073999999999, 95.447012, 99.268064, 94.196112, 94.196112, 96.693916, 95.474236, 94.179716, 95.890648, 95.068468, 93.458096, 93.408968, 95.869596, 96.18284799999999, 96.490072, 98.87270000000001, 93.099612, 97.033648, 96.070076, 95.780184, 96.038264, 97.931124, 94.66092, 94.66092, 94.935444, 97.8587, 92.177536, 97.218324, 97.793272, 94.523068, 99.834656, 99.464644, 96.49178, 99.853852, 95.56076399999999, 97.870084, 94.55971600000001, 95.714064, 92.030904, 96.07276, 95.069328, 96.110312, 93.17120800000001, 96.220984, 97.758984, 96.487792, 97.73826799999999, 93.179804, 94.553904, 93.693212, 96.057392, 96.768176, 93.801196, 96.85674800000001, 94.836508, 93.715912, 92.870784, 93.22552400000001, 95.610732, 95.957044, 94.733716, 94.26123199999999, 99.945384, 99.945384, 99.68874, 98.142332, 95.937268, 99.88612, 93.93001199999999, 87.54033199999999, 95.746288, 95.68964, 98.466136, 99.003856, 97.267548, 97.267548, 95.007356, 95.72010800000001, 94.407288, 94.407288, 94.407288, 95.093956, 94.07428, 93.806916, 97.153748, 99.262648, 97.816064, 95.044988, 95.060052, 93.361336, 95.551052, 95.76952800000001, 98.075948, 94.317928, 94.04592000000001, 99.03126, 95.65267200000001, 98.151588, 96.768428, 99.630176, 96.144672, 94.311348, 97.6909, 94.01851599999999, 93.747372, 93.854492, 94.810272, 95.27485999999999, 98.54088, 99.42252, 93.47854799999999, 95.932312, 94.726968, 95.27270399999999, 94.274532, 95.866172, 97.961284, 95.44119599999999, 95.97438, 98.843148, 99.538784, 95.99627600000001, 95.99627600000001, 99.939876, 99.939876, 99.939876, 97.280456, 97.97838399999999, 95.65878]
P66	[0.0, 0.0, 6.384428000000001, 15.848628000000001, 18.492756, 22.148264, 26.947048000000002, 30.401212, 37.602172, 37.602172, 37.602172, 47.95156, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.49888, 83.057252, 89.566316, 94.61084, 97.989928, 98.327348, 99.734668, 96.7111, 96.7111, 95.748604, 98.307776, 95.046216, 95.830092, 96.675436, 98.39564, 98.072676, 95.04460399999999, 95.341628, 95.458156, 95.19547200000001, 96.04798, 95.742412, 94.893784, 95.788412, 95.788412, 94.719668, 94.896768, 95.99676000000001, 93.96363199999999, 94.06222, 92.05698, 94.413928, 94.87070399999999, 96.23487200000001, 90.031584, 94.208044, 94.362808, 94.7969, 96.959796, 95.128084, 97.24428, 99.67204, 92.225088, 98.15768, 92.920444, 95.09698399999999, 93.28447600000001, 96.571904, 94.653064, 95.567436, 99.93932, 95.125168, 95.532228, 97.73261600000001, 97.388132, 98.17808, 93.697476, 96.338604, 93.56821199999999, 98.396524, 96.726996, 93.46363199999999, 93.71678, 97.530436, 93.394452, 93.84391199999999, 97.346728, 93.88664, 97.72028, 96.699068, 95.971856, 95.863668, 97.953524, 95.295556, 95.764376, 98.051192, 94.24907999999999, 98.768912, 94.421272, 94.315164, 99.2327, 96.284108, 93.118736, 89.87388800000001, 96.41741999999999, 96.556292, 92.936396, 95.148536, 94.729028, 95.321172, 98.09282, 98.27692, 98.27692, 95.137872, 95.14726, 98.421712, 98.421712, 95.761368, 95.451444, 95.003196, 99.9416, 93.98862799999999, 94.35888, 93.40532, 93.70029199999999, 88.959108, 99.79070399999999, 94.567108, 93.939156, 93.177204, 94.15162000000001, 93.451688, 94.498572, 96.09626399999999, 93.678248, 93.445376, 97.845948, 91.046428, 94.315224, 99.68699600000001, 96.265868, 95.78922, 93.503048, 91.06971200000001, 93.585328, 93.50238, 97.80396, 98.194412, 96.40283600000001, 95.49729599999999, 94.05244400000001, 93.667508, 95.29863200000001, 92.92467599999999]
P67	[0.0, 0.0, 10.256916, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 69.043208, 75.158768, 75.158768, 80.49888, 85.771752, 89.566316, 97.989928, 95.598428, 98.484172, 98.427648, 98.734652, 95.76591599999999, 95.79532400000001, 98.146068, 98.73960000000001, 96.22896399999999, 95.393756, 99.875716, 94.661224, 92.14796, 94.084464, 97.956952, 93.04184, 95.18534, 95.800712, 95.174448, 95.26228, 95.26228, 95.324636, 94.512808, 96.325756, 98.590924, 92.28276, 94.399564, 96.493692, 90.35088, 95.182232, 93.59443200000001, 97.361344, 95.362156, 94.96685599999999, 98.158544, 96.593512, 94.041356, 94.154944, 97.694516, 93.420752, 95.32294399999999, 93.420268, 95.329984, 95.206596, 99.93207600000001, 91.541136, 95.46574799999999, 96.396524, 96.34061200000001, 95.71298, 99.034616, 95.880488, 90.138168, 94.32341600000001, 93.400604, 96.7281, 96.739164, 91.42769200000001, 99.197356, 96.517008, 99.87317999999999, 99.932496, 96.632816, 95.676416, 98.676228, 99.168436, 94.12282400000001, 91.67430800000001, 89.158964, 96.299552, 99.49586000000001, 95.209288, 95.2829, 94.731544, 96.277952, 99.428928, 93.12992799999999, 94.5172, 95.9107, 94.233296, 97.22411199999999, 92.42012, 95.79312399999999, 95.455344, 95.903176, 95.303448, 96.661856, 94.180088, 94.683788, 94.683788, 94.184528, 99.52772399999999, 94.155232, 95.435868, 95.07671599999999, 97.319012, 96.173616, 97.687916, 99.096108, 95.610736, 94.223012, 94.27611999999999, 96.469312, 93.884936, 96.217704, 94.359904, 98.0604, 98.176396, 97.500384, 93.70598, 96.440364, 92.34452399999999, 94.042004, 91.863608, 93.649604, 96.161828, 92.854828, 90.041768, 96.11182000000001, 96.58547200000001, 92.81911600000001, 92.81911600000001, 94.523048, 95.185072, 94.170432, 94.237504, 98.71447599999999, 93.878468, 90.564952, 95.625112, 99.02546, 95.239944, 93.992352, 94.601856, 97.823472, 94.337252, 95.022896, 97.79088, 95.200392, 97.843756, 93.82534799999999]
P68	[0.0, 6.384428000000001, 10.256916, 12.349944, 18.492756, 18.492756, 26.947048000000002, 30.401212, 34.829744, 37.602172, 37.602172, 44.451496, 51.113628, 59.088848000000006, 61.16605200000001, 64.582252, 69.043208, 72.972052, 77.98971999999999, 83.057252, 83.057252, 91.69299600000001, 94.61084, 96.890688, 99.338728, 97.585492, 95.814104, 93.84219999999999, 93.84219999999999, 95.327168, 94.060408, 95.20492, 98.7028, 96.563024, 99.241196, 92.28456800000001, 97.9348, 96.406824, 96.093768, 94.25622, 95.540356, 95.68319199999999, 97.36241199999999, 94.799796, 94.34228399999999, 94.71308400000001, 95.812992, 98.30988, 98.626324, 94.991444, 92.31067200000001, 94.93312, 96.006416, 96.37364000000001, 98.2602, 98.2602, 96.64044000000001, 94.20045999999999, 94.589588, 97.611012, 96.293192, 93.30114, 96.98206, 95.989276, 96.715296, 93.913432, 90.519316, 99.64896399999999, 99.64896399999999, 95.431948, 96.93746, 98.10822399999999, 94.88042, 97.794972, 98.021724, 90.458556, 99.080436, 91.69048400000001, 93.082236, 96.515236, 92.56429200000001, 99.709408, 97.163752, 94.033456, 99.35918000000001, 98.564332, 97.445908, 94.9748, 90.4432, 94.952112, 98.69265200000001, 95.424716, 97.53796, 95.23174800000001, 99.16447600000001, 95.103364, 95.829084, 96.7332, 96.320672, 95.006452, 95.69635199999999, 94.467332, 94.643868, 99.448756, 95.482064, 96.850044, 98.31862, 98.70912, 90.45814399999999, 97.57590400000001, 96.32824, 94.712268, 94.146524, 93.343964, 93.126352, 95.92618, 95.80288, 98.534752, 94.878648, 93.985424, 99.330228, 92.272988, 94.45906, 93.441836, 94.059448, 98.674284, 98.445896, 95.259784, 99.72832, 99.0202, 98.730244, 94.90240800000001, 94.90240800000001, 99.39340399999999, 96.004712, 95.54798, 92.78986, 95.553904, 93.014652, 96.628068, 94.783516, 95.057484, 96.562596, 93.245124, 98.25237999999999, 95.68777200000001, 97.486612, 95.11908799999999, 93.57941199999999, 92.180096]
P69	[0.0, 2.475336, 10.256916, 12.349944, 18.492756, 24.596304, 24.596304, 30.401212, 34.829744, 37.602172, 37.602172, 47.95156, 47.95156, 59.088848000000006, 61.16605200000001, 64.582252, 69.043208, 72.972052, 77.98971999999999, 80.49888, 83.057252, 89.566316, 94.61084, 95.598428, 98.484172, 98.017268, 99.972944, 95.006992, 94.571348, 97.6402, 95.891544, 99.04457599999999, 97.282968, 99.51015600000001, 97.410432, 98.666684, 95.546268, 99.181884, 99.026356, 96.176972, 98.110192, 95.959188, 95.931292, 96.29858, 94.73374, 98.155524, 98.612716, 95.990064, 97.39388, 87.162328, 93.007952, 95.337704, 98.87270000000001, 92.649388, 94.691908, 94.21665999999999, 98.157184, 95.41162, 95.23562, 97.46771600000001, 95.91091200000001, 99.228892, 95.465148, 97.50882800000001, 93.57998400000001, 99.472016, 96.745636, 93.730016, 93.106504, 93.106504, 97.635544, 94.599612, 95.041856, 95.041856, 91.70390400000001, 93.058948, 94.81257199999999, 95.289236, 93.28758, 94.40642, 93.49022000000001, 97.13859599999999, 94.07486, 99.36404800000001, 98.10892799999999, 98.430976, 95.16454800000001, 95.986704, 96.43898, 98.271348, 94.461752, 94.41079599999999, 98.10388, 93.335644, 94.120036, 94.720812, 98.94162800000001, 94.442712, 94.377612, 94.336712, 97.565024, 97.620784, 98.279352, 99.410428, 94.908748, 93.96006799999999, 94.54876399999999, 97.878084, 93.99432, 93.99432, 94.467992, 95.954676, 94.829344, 95.17340800000001, 98.95868, 96.62425999999999, 94.11263199999999, 95.27911999999999, 96.615708, 95.60596799999999, 95.292024, 90.450616, 91.3732, 96.950756, 96.737248, 95.99480799999999, 97.351396, 95.858084, 94.26467600000001, 97.431792, 96.234156, 97.09208000000001, 99.96446, 99.747288, 93.13221200000001, 94.714648, 91.87637199999999, 90.533924, 98.93024, 95.440608, 92.264152, 99.28841200000001, 95.60608, 96.77811200000001, 93.868544, 94.868484, 97.50166, 99.475116, 91.657596, 94.57796400000001, 95.84024, 95.266988, 95.213004, 96.24834, 94.333072, 98.685616, 96.423176, 94.80042, 95.213108, 95.213108, 95.213108, 95.213108, 99.898652, 93.8872]
P70	[0.0, 6.384428000000001, 6.384428000000001, 15.848628000000001, 15.848628000000001, 20.940796, 24.596304, 30.401212, 37.602172, 40.485907999999995, 40.485907999999995, 44.451496, 53.674516000000004, 56.768688, 64.582252, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 89.566316, 97.989928, 97.989928, 97.989928, 96.280504, 93.59738800000001, 96.094872, 95.439016, 95.482184, 99.36898, 98.25444399999999, 96.9576, 93.464776, 96.33219600000001, 95.0985, 94.206576, 94.206576, 97.6519, 94.29554, 99.92903600000001, 97.28405599999999, 95.588728, 97.177808, 99.681404, 99.681404, 97.426764, 94.951428, 93.56818799999999, 93.692716, 94.919732, 97.63933999999999, 92.603956, 94.96742, 99.002568, 98.917228, 95.864176, 94.475736, 99.671528, 99.671528, 97.594324, 96.606504, 96.008804, 95.64828800000001, 96.459816, 95.322188, 98.83017600000001, 97.411692, 95.908344, 95.540148, 95.66176, 97.26772799999999, 94.295936, 91.63081600000001, 91.928804, 93.25842399999999, 90.986128, 94.07179599999999, 93.4799, 96.667856, 94.047412, 94.92428000000001, 93.730436, 99.67624, 98.912124, 98.847228, 96.94734, 95.411464, 91.418012, 85.11918800000001, 95.04330399999999, 96.129124, 95.568348, 93.006128, 96.485224, 93.98376, 93.03636, 95.6959, 97.760228, 99.631552, 99.7576, 90.623052, 98.166252, 92.314912, 95.90569599999999, 96.431364, 91.462276, 97.206408, 99.526456, 98.935408, 97.528588, 95.170928, 92.96604, 95.11043599999999, 96.403868, 96.403868, 95.540064, 97.866752, 94.856308, 95.839964, 92.06138, 93.110556, 94.272072, 99.28424, 95.979104, 96.181604, 94.700992, 92.775152, 96.92755199999999, 94.263092, 94.159384, 99.305756, 93.91279999999999, 90.684488, 99.6362, 95.66244, 96.310996, 94.870228, 96.303136, 93.698716, 93.138744, 95.25092, 94.367036, 93.0603, 94.17076, 99.180404, 99.180404, 93.571412, 97.394356, 96.195964, 99.129768, 92.47507999999999, 95.747964, 96.117112, 97.805908, 96.604724]
P71	[0.0, 0.0, 10.256916, 12.349944, 15.848628000000001, 18.492756, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 56.768688, 61.16605200000001, 64.582252, 69.043208, 72.972052, 77.667928, 83.057252, 89.566316, 89.566316, 94.61084, 97.989928, 94.29816, 98.388096, 99.74633200000001, 99.421968, 98.126688, 97.738904, 96.68671599999999, 95.506916, 93.34422, 94.18368000000001, 94.18368000000001, 97.0831, 97.0831, 99.428372, 95.255268, 95.255268, 96.48094, 99.89714, 94.670996, 99.8777, 93.082948, 94.32161599999999, 94.32161599999999, 96.464728, 95.151084, 93.822352, 93.494908, 95.175992, 97.44532, 95.717076, 94.03604399999999, 96.63857999999999, 96.178952, 95.221604, 94.28726400000001, 95.120868, 95.53475999999999, 93.5577, 98.519796, 93.679768, 95.174396, 92.786536, 97.177616, 97.610456, 93.666808, 97.69234, 97.828248, 98.734212, 95.668184, 97.214312, 93.12896, 86.219428, 96.647356, 93.577648, 92.637976, 97.981756, 93.016092, 99.55837199999999, 97.2648, 97.2648, 97.331204, 94.824924, 97.002472, 95.22494, 97.70858, 93.60548, 87.306656, 98.87482399999999, 95.826448, 91.85928799999999, 93.938692, 97.187292, 98.816684, 93.84692799999999, 93.365368, 95.960908, 95.714704, 93.983808, 90.708864, 94.88322, 95.48636, 93.662092, 92.142216, 95.175044, 94.80332, 96.957004, 96.193688, 93.509984, 94.393964, 98.28008, 93.921352, 94.93744, 94.93744, 93.561412, 99.191656, 96.397948, 93.838188, 90.474164, 95.043208, 95.813288, 96.524492, 98.44909200000001, 93.719732, 94.397444, 92.33578, 92.844028, 96.628644, 96.628644, 96.628644, 99.23947600000001, 95.515884, 94.72732, 91.110736, 91.418312, 96.809292, 95.00664, 91.58878, 96.85471199999999, 94.30215199999999, 99.132972, 94.137076, 96.635672, 93.75726800000001, 96.4805, 94.0335, 98.70203199999999, 95.206152, 94.586764, 92.614476, 97.75166, 95.949308, 92.059552, 97.806616, 93.99549999999999]
P72	[0.0, 2.475336, 6.384428000000001, 10.256916, 18.492756, 20.940796, 26.947048000000002, 32.6494, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 56.768688, 61.16605200000001, 64.582252, 66.804292, 72.972052, 75.158768, 83.057252, 83.057252, 89.566316, 94.61084, 97.989928, 96.280504, 99.158512, 94.091432, 94.73568, 94.39437600000001, 95.20134, 95.20134, 95.509004, 95.08954800000001, 95.77864000000001, 94.079708, 92.633632, 97.321288, 94.99648, 99.98699599999999, 95.862156, 97.284672, 95.778464, 95.56532, 95.03154, 94.551764, 97.22526, 95.94785999999999, 94.798636, 94.364288, 95.78384, 97.37885200000001, 91.529424, 97.77126, 96.331328, 98.287276, 95.288316, 96.41362799999999, 97.98012, 96.72664, 96.26406800000001, 94.409724, 96.182108, 92.90884, 95.743504, 97.01504, 91.997372, 96.97686399999999, 94.78898799999999, 95.950368, 98.07006, 97.828248, 94.20985200000001, 99.194592, 95.664852, 96.10294400000001, 94.390084, 94.965316, 92.91019200000001, 95.53641999999999, 95.792204, 94.11653199999999, 97.078412, 93.795724, 94.992364, 95.61979600000001, 98.970404, 96.22046, 96.22046, 98.65178399999999, 94.88706, 97.89815200000001, 95.895756, 95.159532, 92.560304, 92.560304, 96.84298, 94.974316, 97.925444, 94.48888, 97.065012, 95.103644, 92.598012, 89.996236, 99.872528, 91.319956, 93.589888, 91.546436, 95.504004, 96.75066, 99.264172, 93.813836, 97.17194, 96.061092, 96.061092, 94.674324, 96.12521600000001, 94.73483999999999, 93.539456, 93.539456, 98.90368000000001, 99.55664800000001, 94.939612, 96.19878, 99.55224799999999, 96.533216, 96.324376, 91.61520399999999, 94.168244, 97.53238400000001, 93.56586, 97.991516, 97.991516, 98.030644, 98.030644, 91.15536, 95.29880800000001, 92.288272, 94.417012, 98.64392, 98.442068, 93.52174, 93.9097, 98.14548400000001, 97.012856, 94.511908, 94.9224, 97.77727200000001, 98.56612799999999, 99.929, 95.82078, 97.16851199999999, 95.607484, 96.330764, 95.445168, 96.171788, 92.282032, 98.125592, 98.125592]
P73	[0.0, 0.0, 12.349944, 12.349944, 15.848628000000001, 24.596304, 26.947048000000002, 26.947048000000002, 32.6494, 37.602172, 43.985972000000004, 47.95156, 51.113628, 55.994676, 64.582252, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 94.61084, 94.61084, 99.50752, 99.50752, 92.83822, 96.53908799999999, 97.119292, 96.52560799999999, 98.690816, 99.331744, 95.55171999999999, 95.55171999999999, 96.51007200000001, 95.342332, 97.069704, 98.37142800000001, 94.202404, 93.612604, 94.924328, 99.037764, 96.46443599999999, 99.305608, 97.47256399999999, 97.22696400000001, 96.09838, 96.09838, 96.09838, 94.363516, 92.270488, 95.504964, 95.525412, 92.542508, 94.967268, 94.57912, 96.594856, 99.550532, 99.550532, 96.524008, 94.81376, 91.59828, 98.890408, 96.00683599999999, 93.72344, 88.70577200000001, 96.213176, 99.80750400000001, 96.803852, 95.54960799999999, 95.54960799999999, 94.155816, 94.43377600000001, 93.58996, 99.74940799999999, 92.839876, 91.734856, 94.127028, 95.565472, 98.092732, 96.168036, 96.289704, 95.671512, 93.614016, 99.75324, 93.948412, 96.020412, 95.438704, 98.162032, 94.478184, 91.79118000000001, 95.948964, 98.59164799999999, 98.617556, 96.7531, 95.55217999999999, 94.086124, 95.55406400000001, 95.956764, 97.97028800000001, 94.118076, 98.603764, 94.14294, 97.130544, 95.672856, 92.911756, 86.522076, 99.17384, 99.8651, 93.97466, 94.97968399999999, 95.183468, 94.887548, 98.191436, 99.29496, 94.80932800000001, 97.968364, 94.941108, 94.757, 93.22541199999999, 93.7874, 96.981036, 95.45942, 96.052116, 98.83492000000001, 94.673092, 98.72048, 98.684444, 90.080572, 97.115256, 93.584984, 98.44112, 94.855416, 99.629048, 94.48158, 89.455224, 95.995716, 92.510212, 91.98944399999999, 97.08570800000001, 99.13978399999999, 98.047044, 90.217128, 98.213816, 93.561816, 97.790144, 96.06126, 95.376872, 93.25212, 95.12193599999999, 93.729284, 96.222228, 95.923492, 95.42488, 90.708648, 91.863912, 91.863912, 97.243672, 95.88540800000001, 96.966848]
P74	[0.0, 3.9090920000000002, 10.256916, 12.349944, 18.492756, 18.492756, 24.596304, 30.401212, 34.829744, 37.602172, 44.451496, 47.95156, 51.113628, 56.52796, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.49888, 85.771752, 89.566316, 92.48416, 97.989928, 98.073764, 98.52869199999999, 97.344764, 99.093788, 95.17007600000001, 98.93818399999999, 98.93818399999999, 97.683476, 94.284396, 94.125864, 95.884252, 98.600232, 94.458828, 95.30228, 99.090372, 94.272628, 94.272628, 96.259068, 95.78348, 95.783584, 96.23932400000001, 96.23932400000001, 94.61308000000001, 93.771372, 94.109608, 96.093976, 92.725716, 93.858008, 97.40247600000001, 96.01701200000001, 95.283692, 97.82965999999999, 95.694364, 95.068076, 98.33682400000001, 95.945588, 96.46415999999999, 92.860688, 89.444488, 92.55756000000001, 91.536724, 96.676952, 96.871864, 96.871864, 95.094972, 98.68506000000001, 94.888504, 93.77904000000001, 94.557848, 96.89381999999999, 95.235652, 93.67758, 93.487608, 94.73902, 99.983976, 97.2004, 91.103696, 91.103696, 91.103696, 94.330624, 99.83683599999999, 96.268164, 98.561864, 97.534052, 98.040628, 95.303416, 97.421312, 94.838728, 95.520148, 95.5682, 95.96142, 95.737612, 97.619652, 95.405804, 95.823816, 96.050352, 97.89666, 98.67697199999999, 94.658968, 98.013516, 98.87331999999999, 96.205148, 99.55351999999999, 94.369052, 97.31261599999999, 97.31261599999999, 93.41765600000001, 98.37739599999999, 96.648984, 94.390788, 94.390788, 97.958196, 95.019452, 96.180424, 93.9547, 92.940796, 97.229456, 97.907124, 98.378652, 93.927064, 95.048832, 95.353032, 98.690296, 95.50418400000001, 93.835936, 93.835936, 94.96724, 98.106768, 95.879768, 94.546988, 93.253584, 95.016952, 94.602488, 93.82998, 99.67258, 90.00528800000001, 86.37303200000001, 95.91005200000001, 96.788116, 98.56156, 99.4274, 97.67074, 96.971712, 96.351808, 95.533016, 98.432356, 93.69920400000001, 94.355968, 95.257588, 92.694892, 93.904996, 95.160868]
