Node	Buffer
P52	[0.0, 6.384428000000001, 6.384428000000001, 15.848628000000001, 20.940796, 20.940796, 24.596304, 30.401212, 32.6494, 37.602172, 37.602172, 47.95156, 51.113628, 56.768688, 61.16605200000001, 64.582252, 72.972052, 72.972052, 75.158768, 80.49888, 89.566316, 89.566316, 94.61084, 97.989928, 98.11036800000001, 98.327348, 98.52869199999999, 98.129808, 98.452396, 96.31421999999999, 97.112336, 94.77594, 94.77594, 95.99984, 99.435732, 94.90128, 96.861216, 95.77136, 99.62522799999999, 95.79019199999999, 95.87631599999999, 96.36838399999999, 96.288876, 97.337664, 97.337664, 97.951856, 95.26526, 97.429572, 97.705608, 90.57324799999999, 97.30688400000001, 96.128356, 93.68031599999999, 94.0592, 95.413664, 93.165476, 95.488832, 96.15711999999999, 99.913072, 95.080304, 94.44285599999999, 97.464332, 95.248732, 96.048408, 96.66692, 95.661088, 93.828108, 97.67004, 95.10797600000001, 96.785224, 94.193704, 96.59273999999999, 93.78466, 99.354752, 96.775612, 92.37971999999999, 99.668916, 95.370296, 93.438316, 95.450168, 94.380696, 94.12274000000001, 94.04958, 97.170424, 94.166984, 93.80462, 94.186492, 96.08843999999999, 96.311408, 95.498224, 95.021048, 95.40136, 92.132352, 96.855996, 99.60246000000001, 98.038204, 98.038204, 97.928652, 98.08429600000001, 94.66783199999999, 97.89466, 99.16856800000001, 91.421572, 99.497764, 95.866804, 93.242932, 97.668656, 94.132724, 93.804412, 97.066212, 94.27905600000001, 95.44442400000001, 98.599812, 96.032264, 99.909136, 95.836428, 94.075308, 93.861708, 95.28930799999999, 99.76102399999999, 94.87628000000001, 97.854652, 99.253904, 94.56482000000001, 93.8867, 97.07674, 94.430256, 94.24625599999999, 98.436488, 96.062104, 94.22862400000001, 97.23020799999999, 96.642788, 96.642788, 98.99520000000001, 94.61491600000001, 87.815396, 95.460192, 95.85142, 95.76216, 98.33504400000001, 95.02305199999999, 99.384232, 94.22130800000001, 97.965608, 97.757912, 94.650632, 95.34274, 95.42224, 91.807884, 91.946872, 91.277816, 95.496512, 92.93381600000001, 91.53806, 98.108336, 98.36617600000001, 98.36617600000001]
P53	[0.0, 3.9090920000000002, 10.256916, 15.848628000000001, 18.492756, 24.596304, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 51.113628, 53.43378800000001, 59.088848000000006, 61.16605200000001, 64.582252, 69.043208, 75.803004, 77.98971999999999, 83.057252, 83.057252, 89.566316, 94.61084, 95.976604, 97.030084, 96.344616, 95.863248, 95.863248, 95.872916, 94.261228, 93.86461200000001, 95.683952, 98.629092, 94.493656, 97.4376, 97.4376, 97.649348, 97.649348, 93.78450000000001, 96.632604, 97.724128, 96.009568, 97.53250799999999, 95.670064, 96.706616, 93.049616, 94.71552, 96.874916, 96.645236, 95.10098, 93.962052, 93.962052, 95.55188799999999, 92.345424, 95.175068, 95.187504, 96.643512, 94.56630799999999, 94.56630799999999, 93.82947200000001, 96.905836, 94.261472, 94.888376, 92.516544, 93.644256, 91.45754000000001, 96.92052, 95.820144, 99.138568, 99.656448, 99.083544, 97.994732, 97.994732, 95.66214, 98.637884, 91.1393, 93.563756, 96.119608, 96.33021600000001, 94.683896, 98.780008, 95.1066, 95.774852, 97.63796, 97.35397999999999, 97.35397999999999, 94.020224, 97.085792, 95.087716, 97.7113, 93.89956000000001, 99.699944, 96.139984, 94.547228, 96.559404, 97.604336, 95.43382, 96.668608, 96.668608, 95.080952, 99.982416, 94.71206, 94.32301199999999, 91.84404, 91.442764, 90.578596, 95.515856, 94.832496, 91.149156, 94.551968, 94.518448, 94.073012, 98.142716, 98.275448, 97.86861999999999, 99.86928400000001, 96.00089200000001, 97.004732, 98.24464400000001, 93.876932, 95.447676, 94.650904, 94.008456, 92.840724, 95.97212400000001, 95.394068, 93.324128, 96.535296, 94.870732, 99.4056, 97.523212, 94.185368, 97.924956, 94.18884800000001, 90.960536, 97.079292, 96.83294000000001, 91.59682000000001, 93.354468, 95.425836, 95.895348, 97.460172, 90.860664, 93.006264, 99.553028, 93.978224, 93.931856, 95.571264, 95.25212400000001, 93.98405199999999, 91.822824, 93.76316, 93.238524, 93.143924, 90.26416, 97.532884, 95.52648, 95.840256, 96.623412, 98.561568, 98.561568, 98.561568, 99.72982, 99.72982, 91.87174, 95.24006, 95.8191, 92.750612, 87.405584, 84.579824, 77.762248, 77.762248, 71.858984]
P54	[0.0, 0.0, 10.256916, 15.848628000000001, 15.848628000000001, 20.940796, 26.947048000000002, 26.947048000000002, 37.602172, 37.602172, 44.451496, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 69.043208, 72.972052, 72.972052, 77.98971999999999, 83.057252, 91.69299600000001, 97.989928, 97.989928, 99.88982800000001, 97.584576, 93.509536, 93.509536, 96.349436, 95.435352, 94.51904, 94.51904, 94.808832, 94.808832, 96.812148, 92.719964, 94.39799599999999, 94.49529199999999, 95.995628, 97.58304799999999, 98.459232, 98.09513199999999, 95.766564, 96.91757199999999, 96.510712, 98.36589599999999, 95.11299600000001, 96.791028, 96.490396, 92.697312, 97.464608, 95.18677199999999, 98.87270000000001, 93.303188, 95.486792, 96.906656, 94.05807200000001, 95.809316, 95.075552, 93.692004, 96.32898, 92.592612, 96.55469599999999, 94.85378800000001, 97.68474, 95.77054000000001, 98.607692, 95.622704, 93.95906000000001, 94.65271200000001, 97.60074399999999, 97.60074399999999, 99.60888, 97.299256, 95.009492, 89.99899599999999, 92.507252, 94.571736, 90.48958, 89.92396000000001, 82.56056000000001, 99.862468, 97.432056, 94.95503199999999, 96.52248, 96.308644, 99.282216, 96.404592, 91.097388, 94.33693199999999, 93.604544, 93.69198399999999, 92.313064, 89.713836, 95.841044, 94.107064, 96.840064, 97.618872, 97.19036, 92.549744, 95.058768, 96.23659599999999, 96.554628, 92.074992, 85.80726, 96.994708, 91.95544, 94.328016, 91.181588, 96.198408, 95.347128, 97.42614, 97.42614, 98.6366, 95.318292, 96.314676, 94.2068, 95.01204, 98.260236, 94.90645599999999, 94.90645599999999, 93.953632, 96.52822, 97.0655, 98.11960400000001, 98.435676, 95.12926, 94.144844, 95.345812, 97.054304, 99.65964000000001, 99.48047199999999, 99.48047199999999, 95.760448, 92.532136, 96.690236, 93.21665999999999, 94.175164, 95.917, 94.03828800000001, 98.01862, 95.287496, 91.35224, 95.107892, 94.776348, 92.635932, 96.313036, 96.463512, 94.021264, 90.52544, 94.543184, 91.229668, 94.8847, 93.716688, 95.48018400000001, 94.009948, 95.205956, 94.577836, 94.405576, 96.027068, 96.027068, 96.027068, 97.932704, 95.273284, 88.459228, 86.139624, 82.57678800000001]
P55	[0.0, 2.475336, 6.384428000000001, 12.349944, 15.848628000000001, 20.940796, 30.401212, 30.401212, 37.602172, 37.602172, 40.485907999999995, 47.95156, 51.113628, 59.088848000000006, 64.582252, 64.582252, 66.804292, 66.804292, 71.229924, 80.49888, 83.057252, 89.566316, 97.989928, 97.989928, 96.01733999999999, 98.482792, 99.019568, 98.078448, 97.313452, 93.53882, 97.857924, 99.586644, 98.824452, 98.824452, 97.49502, 97.07184, 94.677004, 94.991228, 96.914168, 94.363124, 93.3583, 97.196376, 95.999136, 97.72166, 93.66562, 94.634148, 96.914684, 99.19812399999999, 92.085552, 93.2797, 93.55057599999999, 91.29204, 98.999532, 96.97752, 93.43214, 93.43214, 97.247292, 97.032556, 93.705752, 95.051564, 98.68288, 91.982224, 96.49048, 93.415396, 92.36093600000001, 96.67576, 96.925008, 93.549624, 96.667608, 98.790048, 94.585896, 96.94, 95.699268, 96.23904399999999, 93.379256, 91.37378000000001, 95.052768, 90.754148, 93.97489999999999, 93.58772400000001, 95.981956, 99.389072, 96.82494, 99.798728, 96.49829199999999, 95.370136, 96.981372, 96.308012, 91.000808, 93.738316, 87.439492, 96.18110800000001, 89.444692, 96.345348, 94.878532, 99.658208, 94.154632, 94.030904, 98.358084, 95.87640400000001, 95.87640400000001, 96.860628, 94.78242399999999, 93.42523200000001, 95.714776, 96.067888, 95.934036, 95.55, 98.276452, 98.820604, 96.02326, 94.25834400000001, 94.357144, 94.357784, 95.241484, 98.599812, 94.56612, 95.47112, 96.443824, 96.29275200000001, 96.574976, 99.4335, 96.879644, 90.94864799999999, 96.602312, 96.483288, 96.995208, 93.809096, 92.59474800000001, 92.59474800000001, 97.956312, 97.956312, 93.22301200000001, 94.00304, 91.590328, 93.33928, 94.020372, 90.534868, 86.247744, 93.141604, 92.718016, 98.40432, 94.165972, 96.953672, 96.953672, 97.39658, 94.48490000000001, 95.16722, 92.021556, 95.731736, 91.523552, 94.030508, 92.358236, 95.639348, 93.807664, 92.331388, 93.39012, 94.029812, 97.263532, 97.263532, 94.856892, 94.856892, 96.86912, 96.967304]
P56	[0.0, 6.384428000000001, 10.256916, 10.256916, 18.492756, 20.940796, 24.596304, 30.401212, 34.829744, 37.602172, 37.602172, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 69.043208, 72.972052, 75.158768, 77.98971999999999, 83.057252, 89.566316, 92.48416, 97.989928, 97.989928, 95.867296, 95.686224, 93.21220799999999, 96.886312, 96.62574000000001, 95.90902799999999, 93.977036, 95.10978399999999, 97.55836, 97.840284, 95.45734, 95.994472, 98.115796, 98.115796, 95.517936, 97.82050799999999, 97.82050799999999, 96.09203600000001, 99.715776, 99.80960800000001, 95.414128, 99.223596, 99.047928, 97.78405599999999, 91.132728, 97.75068399999999, 94.036756, 94.89800000000001, 91.946512, 96.334304, 98.08460799999999, 95.51042, 96.114888, 97.23928, 94.700068, 94.36053199999999, 96.00591200000001, 93.65906000000001, 92.997528, 95.6382, 93.362324, 99.215588, 94.0245, 94.0245, 94.08202, 96.779792, 96.779792, 93.772504, 96.844044, 96.170108, 88.963996, 98.496844, 96.683488, 98.982504, 98.41109999999999, 99.00416, 96.210528, 95.362096, 95.546996, 95.546996, 97.61040399999999, 97.42120399999999, 94.84109600000001, 97.52215600000001, 93.58, 97.61316, 96.134016, 99.250272, 96.59067999999999, 98.45226, 97.058888, 94.723304, 94.740976, 95.576744, 94.829044, 95.278504, 94.863868, 89.03074, 95.549712, 92.263768, 96.035284, 91.637952, 97.46161599999999, 94.231268, 97.47303600000001, 94.376024, 95.420428, 94.148128, 95.86832, 93.75902, 97.583832, 97.583832, 94.46596000000001, 95.759864, 95.556492, 97.036248, 99.385432, 91.658192, 98.06934000000001, 94.811064, 96.166976, 93.636328, 93.836388, 97.17770399999999, 94.312736, 96.967952, 92.709992, 94.83485999999999, 95.775384, 95.709324, 94.890484, 95.088584, 96.156352, 97.921352, 95.76030399999999, 91.106836, 94.11032, 90.816356, 98.121048, 96.04858, 95.3905, 95.427696, 93.56236799999999, 94.176992, 94.882284, 95.48016, 93.22194, 95.806528, 95.167552]
P57	[0.0, 6.384428000000001, 6.384428000000001, 18.492756, 18.492756, 20.940796, 24.596304, 34.829744, 34.829744, 37.602172, 40.485907999999995, 47.613564000000004, 51.113628, 59.088848000000006, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.49888, 83.057252, 89.566316, 94.61084, 97.989928, 99.88982800000001, 99.802512, 95.587264, 93.90585999999999, 95.278552, 96.69803999999999, 93.183152, 94.833292, 95.774624, 97.80699200000001, 94.724796, 94.724796, 96.402828, 94.045452, 98.00082, 95.670716, 94.660628, 99.31366, 96.525784, 96.525784, 94.56949999999999, 94.346492, 95.698548, 96.920028, 95.621952, 90.513288, 95.58536, 95.75702, 95.33796, 92.601912, 95.209356, 99.79635999999999, 97.32038800000001, 97.379748, 97.130324, 95.253, 99.911468, 97.15591599999999, 94.076024, 92.803584, 88.87474, 96.0661, 99.696116, 93.033028, 98.934212, 96.481072, 97.60946799999999, 93.12406399999999, 94.38137599999999, 93.295316, 93.162712, 90.323688, 92.58546, 96.993084, 97.460748, 93.628184, 86.264784, 94.782796, 97.15294, 99.113208, 95.075884, 95.114388, 96.87054, 96.14958, 90.842376, 95.696052, 93.17827600000001, 99.483684, 94.835268, 94.001616, 94.124004, 96.514844, 94.648816, 97.966364, 94.10189199999999, 94.659576, 93.638504, 99.625456, 91.153448, 91.486484, 92.026476, 97.941948, 92.58842, 97.200564, 97.986828, 97.986828, 96.210276, 95.084816, 99.933212, 97.474616, 96.09118, 94.500472, 98.188524, 98.188524, 96.454188, 95.742028, 93.4567, 97.05798399999999, 97.403896, 96.552368, 92.68149199999999, 95.276544, 93.719216, 90.533104, 97.037028, 99.90896000000001, 95.910876, 96.06266, 96.93101200000001, 95.764172, 93.93258399999999, 97.6438, 90.231796, 99.38939599999999, 95.102272, 91.93504, 94.08900799999999, 94.79858, 95.446036, 95.91882000000001, 95.08005200000001, 96.338684, 96.338684, 93.84466, 94.00695999999999, 94.969112, 88.041364, 93.74900000000001, 94.582104, 95.23025200000001, 94.769792, 94.70221599999999, 97.914936, 95.882284]
P58	[0.0, 0.0, 10.256916, 12.349944, 18.492756, 24.596304, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 56.768688, 61.16605200000001, 61.16605200000001, 69.043208, 72.972052, 75.158768, 80.49888, 85.771752, 89.566316, 94.61084, 97.989928, 94.43472, 95.376892, 94.677596, 98.67720800000001, 98.67720800000001, 94.793852, 97.59244, 94.578296, 99.594312, 95.032696, 98.589596, 95.601776, 95.601776, 94.87356799999999, 93.766284, 99.730688, 95.799532, 97.70568, 94.54044, 94.4736, 95.8476, 97.595884, 97.809172, 95.908784, 92.032696, 92.530332, 98.06431599999999, 97.414908, 94.002848, 92.64184399999999, 95.357364, 97.478488, 94.507424, 94.510928, 94.510928, 93.85262, 95.148308, 97.559716, 93.744532, 97.012744, 95.460628, 94.080456, 98.72094799999999, 97.350144, 97.69041200000001, 95.345488, 94.548332, 99.671712, 97.67234, 96.685832, 95.394356, 88.86948799999999, 95.938284, 94.201592, 89.63106400000001, 94.388364, 95.798516, 98.217844, 98.86922799999999, 96.544484, 96.544484, 99.932016, 98.863652, 97.52564, 95.613164, 95.49833199999999, 89.19950800000001, 95.3195, 94.472024, 97.08124000000001, 96.0087, 97.476892, 94.327072, 96.65522800000001, 94.846052, 97.90436, 95.394536, 95.916572, 94.543608, 99.80627600000001, 91.038776, 99.201844, 93.440512, 91.249408, 99.648656, 98.225004, 94.3279, 99.852956, 96.831716, 99.92958, 95.103296, 93.183276, 96.393504, 95.5251, 93.51783999999999, 96.601928, 92.933436, 89.15485199999999, 94.724136, 93.967536, 94.80371600000001, 95.35049599999999, 91.9832, 97.83626, 93.527372, 93.527372, 93.35684400000001, 95.031972, 95.23764, 96.74424, 96.27999200000001, 98.506112, 95.972796, 94.603888, 97.56112399999999, 95.655224, 94.17991599999999, 98.006488, 98.546836, 93.459204, 93.459204, 98.927688, 95.211776, 97.47368, 97.018868, 92.782328, 97.830488, 99.892196, 94.915788, 92.353092, 97.41760000000001, 95.212952]
P59	[0.0, 3.9090920000000002, 10.256916, 10.256916, 12.349944, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 59.088848000000006, 61.16605200000001, 64.582252, 66.804292, 75.158768, 77.98971999999999, 80.49888, 83.057252, 89.566316, 94.61084, 97.989928, 97.989928, 95.840044, 99.734668, 99.734668, 99.319848, 96.056944, 94.813072, 94.672932, 98.628056, 99.324728, 98.59448400000001, 99.220516, 97.598328, 97.598328, 95.00734, 99.385484, 96.327088, 95.079584, 94.942816, 96.76232, 96.296384, 96.963968, 96.963968, 96.963968, 96.883584, 91.718892, 93.391124, 96.221784, 95.892068, 94.516936, 95.530096, 96.994264, 95.494992, 96.534604, 93.92954399999999, 97.21548800000001, 94.085924, 88.91454800000001, 93.03188399999999, 99.055212, 96.877852, 95.52227599999999, 93.732456, 96.890652, 93.759092, 98.364052, 95.715148, 94.003516, 98.51281200000001, 97.11632, 92.753668, 93.644724, 95.109464, 94.090684, 93.876256, 95.305696, 95.250596, 94.9744, 93.61732, 96.481344, 97.517264, 97.301744, 94.576932, 96.19545600000001, 94.624328, 95.392464, 96.71446, 96.219444, 92.34220400000001, 94.03773600000001, 94.07350799999999, 95.705512, 95.010944, 94.059636, 96.023892, 93.52810000000001, 93.52810000000001, 93.851796, 93.461752, 96.00658, 94.676992, 94.7886, 95.531408, 94.28752, 90.60418, 95.232264, 97.53294799999999, 96.14274400000001, 95.56794, 93.417852, 93.405528, 93.382848, 94.356948, 96.747656, 96.996592, 95.344884, 93.817312, 93.118544, 88.161404, 99.55224799999999, 98.70082, 96.332976, 99.726288, 97.49644400000001, 95.92206, 95.37486, 95.37486, 94.074364, 94.09213600000001, 96.37758, 98.447328, 99.226088, 93.857932, 96.194672, 96.88599599999999, 95.239092, 99.13978399999999, 93.72414, 93.23663599999999, 90.925136, 98.79591599999999, 98.426704, 94.815076, 99.873, 91.918716, 98.42466, 94.709432, 98.825112, 97.647376, 92.737228]
P60	[0.0, 6.384428000000001, 10.256916, 15.848628000000001, 15.848628000000001, 20.940796, 26.947048000000002, 30.401212, 34.829744, 40.485907999999995, 40.485907999999995, 40.485907999999995, 51.113628, 59.088848000000006, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 85.771752, 89.566316, 97.989928, 97.989928, 99.88982800000001, 98.327348, 95.04856000000001, 97.177796, 97.70544, 94.070964, 99.538184, 96.97758, 97.934932, 96.883736, 93.76914, 93.76914, 97.239372, 98.59525599999999, 98.59525599999999, 93.992148, 95.1, 96.119544, 93.699664, 99.391388, 97.480712, 99.364672, 99.584136, 99.631036, 98.177752, 93.72242800000001, 95.198676, 96.210444, 94.201564, 97.01224400000001, 97.01224400000001, 95.74676, 97.9019, 95.720332, 97.247036, 95.96579200000001, 92.657672, 97.514136, 94.361504, 92.674216, 95.320388, 99.074368, 92.722172, 97.016624, 95.215316, 95.56902000000001, 95.645504, 94.951804, 97.48841999999999, 97.44653199999999, 94.732748, 92.146916, 96.316076, 94.305292, 94.31922, 94.57721599999999, 96.409928, 97.56680800000001, 96.77566800000001, 94.58076, 96.281132, 96.992244, 97.42120399999999, 99.73260400000001, 93.83142799999999, 92.709124, 98.56442399999999, 96.04908, 89.312664, 93.736456, 96.043184, 99.216216, 99.46274000000001, 94.93092, 96.247724, 95.242012, 97.96876, 95.463128, 95.53697199999999, 92.483448, 92.48052, 93.91360800000001, 96.887388, 93.315976, 95.241832, 97.44544400000001, 93.843192, 95.93392800000001, 96.585152, 98.712844, 95.372372, 96.937844, 96.04222, 94.816676, 96.484616, 97.07230799999999, 96.997128, 95.943092, 88.985288, 96.263416, 99.28424, 95.581384, 97.046856, 98.2704, 97.196824, 96.7967, 96.250124, 93.67454, 98.38578799999999, 95.731196, 96.44592800000001, 97.998756, 90.722224, 93.684232, 96.65182399999999, 96.008244, 95.42918, 96.702836, 98.55376, 94.100328, 94.100328, 99.158284, 94.16766, 99.632328, 97.30234, 96.2355, 98.14679600000001, 94.83328, 96.233156, 94.75713999999999, 91.436864, 99.483784, 94.536204, 94.317096, 96.888876, 96.888876, 96.888876, 99.229444, 95.818444, 93.159024]
P61	[0.0, 0.0, 10.256916, 15.848628000000001, 20.940796, 20.940796, 30.401212, 30.401212, 34.829744, 37.602172, 40.485907999999995, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 91.69299600000001, 97.989928, 99.88982800000001, 98.888684, 98.888684, 99.857652, 99.120392, 96.735212, 96.662396, 94.988244, 93.46942, 94.037864, 96.98613999999999, 96.98613999999999, 95.60280399999999, 99.534944, 97.732324, 93.728796, 92.793812, 95.109336, 97.469816, 97.469816, 94.527728, 98.965784, 95.927448, 94.63637200000001, 95.40609599999999, 87.624516, 96.46608, 93.880168, 94.69274, 95.461344, 96.558172, 98.46624800000001, 95.49598, 95.49598, 95.49598, 98.406744, 97.035112, 89.328076, 98.728904, 94.267948, 96.619152, 91.601484, 97.25416, 95.10211600000001, 95.429112, 96.259712, 97.239232, 92.52107600000001, 96.749964, 96.803168, 92.275252, 90.2962, 95.01978, 93.527476, 95.851216, 93.267276, 96.43461599999999, 94.448696, 99.29751999999999, 94.66960800000001, 96.62547599999999, 93.271456, 96.40630399999999, 95.937876, 95.37276, 92.38902399999999, 97.51763199999999, 99.824452, 96.636932, 95.104788, 94.48508799999999, 95.313036, 92.973456, 92.973456, 93.950028, 93.950028, 97.663348, 95.454644, 94.133532, 98.44537199999999, 91.733744, 93.779196, 96.662572, 97.426804, 95.16687999999999, 93.453672, 95.009616, 94.733096, 94.819068, 96.1036, 95.11122, 98.060176, 97.313576, 94.840764, 95.374856, 95.173632, 94.950612, 97.76722, 96.641456, 95.281144, 96.221176, 94.430972, 94.523416, 97.548816, 93.04451999999999, 98.589044, 98.17982400000001, 93.50756, 93.50756, 96.47884, 96.104848, 97.8753, 93.071448, 93.780448, 92.346144, 95.719552, 90.62532800000001, 98.949152, 93.98128799999999, 99.90135599999999, 96.82938, 97.498212, 99.719748, 98.95450799999999, 94.89180400000001, 95.361884, 91.10353599999999, 91.77784, 95.8322, 95.12712, 87.948532, 90.63, 95.964572, 96.03264, 94.737664, 97.21588799999999, 94.268772]
P62	[0.0, 3.9090920000000002, 10.256916, 18.492756, 18.492756, 18.492756, 20.940796, 32.6494, 34.829744, 37.602172, 40.485907999999995, 47.95156, 51.113628, 55.994676, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 85.771752, 89.566316, 97.989928, 97.989928, 99.834968, 95.421024, 94.812148, 96.536816, 96.897904, 95.735136, 96.450528, 92.276764, 94.224036, 97.342544, 99.239636, 94.043096, 94.98814399999999, 96.94004000000001, 95.789812, 95.99104, 94.58974, 99.463476, 97.960716, 96.77024800000001, 96.77024800000001, 95.08598, 96.59785199999999, 94.633712, 94.48684, 88.400492, 90.67443200000001, 89.102148, 96.521956, 95.731984, 95.524636, 93.79373199999999, 93.79373199999999, 99.682316, 95.366844, 95.366844, 93.061076, 95.012672, 95.71861200000001, 96.800104, 98.11712, 99.848728, 94.754748, 94.01322, 95.64318, 99.866208, 97.130264, 94.060572, 97.15490799999999, 92.642048, 93.105236, 91.86734, 98.773076, 96.31228, 90.65729999999999, 96.01316399999999, 97.148384, 95.0582, 96.860816, 95.237952, 93.233576, 97.92505200000001, 95.52246, 95.309416, 95.345484, 92.361748, 96.591508, 99.76504800000001, 98.149704, 94.036444, 93.50130399999999, 98.75908, 99.754352, 95.58382399999999, 92.95173199999999, 92.95173199999999, 93.89241200000001, 99.350768, 98.94992, 95.634636, 92.369776, 92.369776, 99.908884, 96.91358799999999, 96.24938, 98.27012400000001, 93.925596, 93.61552, 97.65594, 99.353364, 98.696204, 94.135536, 94.026736, 95.190184, 96.150884, 93.28013200000001, 98.025272, 93.45962, 93.02832, 94.58092, 99.73848, 95.585292, 94.299976, 97.110032, 92.261232, 92.261232, 95.040748, 94.074408, 94.448848, 92.15256, 93.36144, 95.090196, 94.182324, 96.14246800000001, 92.744792, 94.477008, 90.919256, 94.91284800000001, 94.91284800000001, 91.146492, 91.146492, 94.80296, 95.115656, 95.115656, 93.48333199999999, 95.251656, 91.51371999999999, 88.200204, 94.575452, 95.581276]
P63	[0.0, 0.0, 10.256916, 15.848628000000001, 15.848628000000001, 24.596304, 26.947048000000002, 30.401212, 34.829744, 40.485907999999995, 40.485907999999995, 44.451496, 51.113628, 55.994676, 64.582252, 64.582252, 64.582252, 72.972052, 77.98971999999999, 80.49888, 83.057252, 89.566316, 94.61084, 97.989928, 96.177948, 95.320724, 96.061612, 98.60118, 95.938816, 98.44386, 94.545452, 96.106388, 93.975812, 96.595692, 93.345624, 97.478888, 94.09374, 94.141148, 93.145956, 95.666436, 99.17922, 93.8001, 94.974924, 95.680692, 96.777168, 94.69664399999999, 95.1514, 94.449668, 94.449668, 94.942852, 92.849824, 94.5845, 96.862788, 96.867364, 95.166124, 96.54663599999999, 96.329544, 97.640776, 99.913072, 94.01458000000001, 97.115216, 94.423716, 91.007516, 94.96491999999999, 94.85378800000001, 92.358596, 96.839816, 94.28144400000001, 95.95398, 94.699184, 95.65536399999999, 93.724864, 93.724864, 97.90192, 96.595636, 92.612584, 94.85470000000001, 94.927668, 97.206108, 94.985688, 87.622288, 96.635392, 97.064908, 97.064908, 95.802548, 98.910592, 94.179252, 96.044564, 92.249224, 94.594376, 95.095692, 98.534972, 96.449344, 94.576516, 98.18186, 93.684388, 95.58758, 99.562992, 95.33644799999999, 95.33644799999999, 94.938452, 93.374652, 90.731184, 94.253344, 91.767108, 98.61782, 93.14709599999999, 93.60744, 96.881956, 98.75394, 98.75394, 98.037912, 95.604524, 94.446836, 95.39049200000001, 95.799752, 93.076764, 93.076764, 95.21570799999999, 99.638964, 98.648548, 99.552144, 97.391872, 94.734348, 95.954868, 99.4924, 94.76304, 96.36586, 94.10139199999999, 93.316152, 93.21305199999999, 95.17404400000001, 94.18345599999999, 98.46979999999999, 96.116448, 94.451584, 94.95492399999999, 99.4542, 96.154136, 94.043768, 94.816328, 97.96624800000001, 94.24198799999999, 93.351184, 95.322776, 96.27774, 93.51806, 99.84582400000001, 91.70448, 93.478216, 91.62150799999999, 95.312356, 93.973396, 94.90293600000001]
P64	[0.0, 6.384428000000001, 10.256916, 15.848628000000001, 15.848628000000001, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.613564000000004, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 69.043208, 75.158768, 80.49888, 83.057252, 89.566316, 89.566316, 97.989928, 97.989928, 99.734668, 97.475648, 97.296764, 95.869436, 97.07508, 94.5865, 95.62651199999999, 92.334528, 98.739284, 94.32959600000001, 97.68222800000001, 92.78326, 94.520064, 94.900292, 99.52756000000001, 94.977232, 94.698944, 96.143492, 94.54424, 93.24931600000001, 96.75179200000001, 94.669112, 96.427892, 96.274892, 91.320512, 96.8903, 93.148976, 93.01073199999999, 92.75542, 93.34142800000001, 94.34176, 95.817248, 98.27131999999999, 99.258908, 95.67054, 98.67262799999999, 92.724736, 96.10649599999999, 97.48526, 99.282584, 96.172792, 97.808504, 95.741096, 98.227092, 94.969424, 96.41303599999999, 95.04771199999999, 95.04771199999999, 93.90992, 94.372476, 91.267952, 95.040472, 95.51298, 97.768528, 96.703836, 94.26612800000001, 94.26612800000001, 93.95742, 96.796144, 99.07355199999999, 95.895184, 97.184748, 93.675992, 94.622636, 94.104972, 96.67047600000001, 93.551512, 90.34812, 95.55785999999999, 95.389064, 98.537668, 98.537668, 96.34116, 93.69462800000001, 94.055644, 96.070724, 94.9466, 90.20072, 95.668696, 98.875572, 97.132664, 98.642936, 95.96136800000001, 94.640732, 94.434184, 94.434184, 99.85042800000001, 99.61496, 94.474476, 95.609164, 97.015584, 95.947764, 98.984416, 98.237516, 98.79875200000001, 99.36838, 94.773988, 93.428992, 98.878748, 95.413984, 94.749232, 94.733068, 95.069112, 95.40306, 98.075948, 95.15253200000001, 98.606388, 97.095128, 93.549884, 91.484228, 97.352184, 96.559484, 97.645372, 96.127956, 90.65552799999999, 93.392464, 95.480048, 94.11376, 95.66418, 94.77418, 99.78728, 98.815776, 99.098524, 97.239988]
